propertyId,price,localityName,carpetArea,coveredArea,floorNumber,totalFloorNumber,bedrooms,bathrooms,ReservedParking,transactionType,furnished,ageofcons
71181115,80000000,Viman Nagar,3162,4216,4,4,5,5,True,Resale,Furnished,5 to 10 years
74208793,11241000,Hinjewadi,1249,1662,4,21,3,3,True,New Property,Unfurnished,New Construction
73986311,3800000,Wagholi,459,639,7,12,1,1,True,Resale,Unfurnished,Less than 5 years
73773015,52440000,Magarpatta,3000,3800,4,4,4,4,True,New Property,Furnished,Less than 5 years
75162077,22000000,Baner,1250,1700,2,2,3,3,True,Resale,Semi-Furnished,Less than 5 years
76084143,6800000,Dhanori,780,1100,5,9,2,2,True,Resale,Unfurnished,New Construction
75658157,6500000,Warje,734,1020,1,9,2,2,True,Resale,Semi-Furnished,5 to 10 years
48337347,45500000,Kharadi,3071,4095,10,19,4,4,True,New Property,Semi-Furnished,Less than 5 years
74400799,10198645,Tathawade Pimpri Chinchwad,981,1373,12,27,3,3,True,New Property,Unfurnished,Under Construction
70265331,5405000,Phase 2 Hinjewadi Rajiv Gandhi Infotech Park,688,929,11,20,2,2,True,New Property,Unfurnished,Under Construction
75679247,2350000,Fursungi,428,594,2,5,1,1,True,Resale,Semi-Furnished,Less than 5 years
73281529,16399075,Tathawade Pimpri Chinchwad,1371,1925,17,32,3,3,True,New Property,Semi-Furnished,Under Construction
73486831,2500000,Chakan,438,610,1,11,1,1,False,Resale,Unfurnished,Less than 5 years
75947067,55889000,Viman Nagar,2644,3701,13,21,5,5,True,New Property,Unfurnished,Under Construction
73508741,22500000,Viman Nagar,1900,2200,4,8,4,4,True,Resale,Unfurnished,10 to 15 years
74837269,6000000,Kondhwa,750,1150,8,12,2,2,True,Resale,Unfurnished,15 to 20 years
75692605,9850000,Aundh,742,1030,2,7,2,2,True,Resale,Unfurnished,15 to 20 years
60365375,9000000,Baner,676,906,2,6,2,2,True,Resale,Unfurnished,Less than 5 years
46219119,1900000,Ranjangaon,445,620,5,5,1,1,True,Resale,Unfurnished,Less than 5 years
75577751,14500000,Amanora Park Town,1080,1208,5,11,2,2,True,Resale,Unfurnished,5 to 10 years
75665103,2700000,Chakan,613,852,6,6,2,2,False,Resale,Unfurnished,5 to 10 years
74903023,22500000,Baner,1330,1822,22,37,3,3,True,New Property,Unfurnished,Under Construction
75933165,6700000,Hadapsar,960,1120,5,5,3,3,True,Resale,Semi-Furnished,Less than 5 years
73774411,33228000,Kharadi,2300,2840,11,31,3,3,True,New Property,Furnished,Less than 5 years
75181979,11454500,NIBM Road,1056,1478,10,28,3,3,True,New Property,Semi-Furnished,Under Construction
75746521,18000000,Balewadi,1250,1650,16,20,3,3,True,Resale,Unfurnished,5 to 10 years
68146369,10000000,Baner,1124,1500,1,9,3,2,True,Resale,Unfurnished,Less than 5 years
75687865,4170000,Fursungi,608,844,8,12,2,2,True,Resale,Unfurnished,Less than 5 years
75691897,4900000,"Dapodi, Pimpri Chinchwad",451,626,3,5,1,1,True,Resale,Unfurnished,Less than 5 years
72278837,9500000,Rahatani,842,1137,1,4,2,2,True,Resale,Unfurnished,Less than 5 years
72991527,9000000,Baner,686,926,3,7,2,2,True,Resale,Unfurnished,New Construction
75657681,7400000,"Pimple Saudagar, Pimpri Chinchwad",665,924,3,7,2,2,True,Resale,Semi-Furnished,10 to 15 years
75658553,25000000,Baner,2628,3650,10,16,4,4,True,Resale,Semi-Furnished,5 to 10 years
75198967,17500000,Hadapsar,1185,1500,18,30,3,3,True,New Property,Unfurnished,Under Construction
74598267,4200000,Pisoli,640,1000,2,25,2,2,True,New Property,Unfurnished,New Construction
75709545,9600000,NIBM Road,821,1140,8,21,2,2,False,Resale,Semi-Furnished,Under Construction
29249355,8800000,Kharadi,744,1000,7,5,2,2,True,Resale,Semi-Furnished,Less than 5 years
75931049,2800000,Katraj,416,580,6,6,1,1,True,Resale,Unfurnished,5 to 10 years
75665171,9250000,Wadgaon Sheri,866,1203,3,4,2,2,True,Resale,Unfurnished,5 to 10 years
74185523,12000000,Hinjewadi,1025,1372,21,30,2,2,True,Resale,Unfurnished,Less than 5 years
68146541,20000000,Koregaon Park,1644,2200,3,6,3,3,True,Resale,Semi-Furnished,5 to 10 years
75206021,24000000,Wanowrie,1900,2500,4,7,4,4,True,Resale,Furnished,10 to 15 years
76071257,30000000,Magarpatta,2500,3483,10,11,4,4,True,Resale,Semi-Furnished,5 to 10 years
75694581,5325000,Hadapsar,630,875,8,11,2,2,False,Resale,Unfurnished,5 to 10 years
76015789,7500000,"EON Free Zone, Kharadi",700,990,1,20,2,2,True,Resale,Unfurnished,Less than 5 years
75688537,4800000,Narhe,634,880,3,8,2,2,True,Resale,Unfurnished,Less than 5 years
75147705,7450000,Dhayari,990,1260,10,14,3,3,True,New Property,Unfurnished,Under Construction
75559543,10000000,Kharadi,768,1032,22,27,2,2,True,Resale,Unfurnished,Under Construction
68144293,17500000,Viman Nagar,1278,1690,2,9,3,4,True,New Property,Semi-Furnished,New Construction
68147153,6000000,Wakad,781,1050,7,7,2,2,True,Resale,Unfurnished,Less than 5 years
74212763,7700000,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi",729,1020,9,20,2,2,True,Resale,Unfurnished,Less than 5 years
75658603,8300000,Bavdhan,739,1026,5,13,2,2,True,Resale,Furnished,Less than 5 years
73279171,9700000,Amanora Park Town,718,1000,5,33,2,2,True,Resale,Unfurnished,New Construction
75382247,9200000,Manjri,1080,1446,19,23,3,3,True,Resale,Unfurnished,New Construction
73693493,7651800,Hadapsar,664,900,8,14,2,2,True,New Property,Unfurnished,Under Construction
75666349,9500000,Amanora Park Town,821,1140,3,4,2,2,True,Resale,Furnished,10 to 15 years
75668555,2700000,Chakan,612,850,5,7,2,2,True,Resale,Unfurnished,Less than 5 years
63269545,35000000,NIBM Road,2400,3240,3,17,4,3,True,New Property,Unfurnished,New Construction
62164211,67500000,Baner,2600,3500,6,16,4,4,True,Resale,Semi-Furnished,5 to 10 years
75672063,1600000,Chakan,396,550,1,5,1,1,True,Resale,Unfurnished,Less than 5 years
70861971,8200000,Hinjewadi,835,1128,0,22,2,2,True,New Property,Unfurnished,Under Construction
68147367,10200000,Wanowrie,928,1250,2,11,2,2,True,Resale,Semi-Furnished,5 to 10 years
74918157,45000000,"Model Colony, Shivaji Nagar",1933,2800,9,12,4,5,True,Resale,Unfurnished,New Construction
34845271,8000000,Airport Road,891,1200,5,7,2,2,True,Resale,Semi-Furnished,10 to 15 years
74702487,18000000,Amanora Park Town,1460,1898,17,19,3,3,True,Resale,Unfurnished,5 to 10 years
73535005,1700000,Bhekrai Nagar,376,525,7,6,1,1,True,Resale,Unfurnished,Less than 5 years
75668101,3200000,Talegaon Dabhade,678,941,2,7,2,2,True,Resale,Unfurnished,5 to 10 years
71333765,8500000,Hinjewadi,1044,1428,15,21,3,3,True,Resale,Furnished,10 to 15 years
74717153,10700000,Tathawade Pimpri Chinchwad,1134,1531,7,18,3,3,True,New Property,Unfurnished,Under Construction
75671737,7530000,"Pimple Gurav, Pimpri Chinchwad",539,749,4,4,2,2,False,Resale,Furnished,Less than 5 years
74970513,8000000,Keshav Nagar Mundhwa,980,1300,2,14,3,3,True,New Property,Unfurnished,Under Construction
74654451,23601000,Mundhwa,1707,2304,25,38,4,4,True,New Property,Unfurnished,Under Construction
73625611,8967000,Tathawade Pimpri Chinchwad,800,1100,8,14,3,3,True,Resale,Unfurnished,Less than 5 years
75702115,4500000,Hinjewadi,499,693,4,17,1,1,True,Resale,Unfurnished,Under Construction
71242815,7940000,Wakad,759,1025,0,17,2,2,True,New Property,Unfurnished,Under Construction
74328807,20000000,Hadapsar,1600,1600,7,24,3,3,True,Resale,Semi-Furnished,10 to 15 years
73877431,28000000,Baner,1750,2363,18,21,3,3,True,Resale,Unfurnished,Less than 5 years
72510057,10229750,Charholi BK,1010,1411,12,28,2,3,True,New Property,Semi-Furnished,Under Construction
75665359,2800000,Wagholi,432,600,4,11,1,1,True,Resale,Unfurnished,10 to 15 years
75617881,8400000,Wakad,760,1140,8,12,2,2,True,New Property,Unfurnished,New Construction
75658549,60000000,Baner,1866,2592,4,4,4,4,True,Resale,Furnished,Less than 5 years
66386821,3500000,Karvenagar,467,650,4,5,1,1,True,Resale,Semi-Furnished,Less than 5 years
75378819,5550000,Wakad,468,660,1,10,1,1,True,Resale,Unfurnished,5 to 10 years
71772115,36000000,Kondhwa,2395,2395,18,18,3,4,True,Resale,Furnished,5 to 10 years
22671285,3500000,Pimpri Chinchwad,578,772,4,4,2,2,True,Resale,Unfurnished,5 to 10 years
75885301,15000000,Kharadi,1050,1320,9,13,2,2,True,Resale,Unfurnished,Less than 5 years
76141693,22000000,One North,1200,1600,1,11,3,3,True,Resale,Unfurnished,5 to 10 years
75915281,7900000,Baner,750,1100,11,11,2,2,True,Resale,Unfurnished,10 to 15 years
68147423,3700000,Wagholi,594,795,10,12,2,2,True,Resale,Semi-Furnished,Less than 5 years
70762573,10900000,Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,959,1314,12,22,3,3,True,New Property,Semi-Furnished,Under Construction
71833131,6200000,Kondhwa,700,900,12,13,2,2,True,Resale,Unfurnished,New Construction
76172989,8888000,"Punawale, Pimpri Chinchwad",832,1164,4,28,2,2,True,New Property,Unfurnished,Under Construction
74729393,9000000,Amanora Park Town,790,1027,6,15,2,2,True,New Property,Unfurnished,New Construction
76114639,5900000,Manjri,705,1000,12,11,2,2,True,Resale,Unfurnished,Less than 5 years
75664943,7500000,NIBM Road,813,1129,1,2,2,2,True,Resale,Semi-Furnished,New Construction
75689699,5500000,Tingre Nagar,648,900,0,6,2,2,True,Resale,Semi-Furnished,New Construction
75685689,6500000,Kondhwa,630,875,4,7,2,2,True,Resale,Semi-Furnished,Less than 5 years
71142801,7000000,NIBM Road,743,1089,8,22,2,2,True,New Property,Unfurnished,Under Construction
75560657,8500000,Baner,680,960,5,14,2,2,True,Resale,Furnished,Less than 5 years
74547651,5999400,Kondhwa,799,1100,8,13,2,2,True,New Property,Unfurnished,New Construction
75674245,3700000,Dighi,468,650,1,7,1,1,True,Resale,Semi-Furnished,Less than 5 years
64910947,160816000,Koregaon Park,6272,8467,10,22,5,5,True,New Property,Semi-Furnished,New Construction
75679327,5000000,"Nigdi, Pimpri Chinchwad",461,640,3,4,2,2,True,Resale,Semi-Furnished,Less than 5 years
75885977,7238000,Tathawade Pimpri Chinchwad,702,947,11,22,2,2,True,New Property,Semi-Furnished,Under Construction
74438551,12200000,Keshav Nagar Mundhwa,1048,1373,10,16,3,3,True,Resale,Semi-Furnished,New Construction
68146799,13900000,Kothrud,781,1050,4,9,2,2,True,Resale,Semi-Furnished,Less than 5 years
75663847,9268674,Baner,747,1009,5,6,2,2,True,New Property,Unfurnished,New Construction
75678135,5500000,Kasba Peth,382,530,2,6,1,1,True,Resale,Unfurnished,Less than 5 years
60386433,2300000,Talegaon Dabhade,423,590,6,12,1,1,True,Resale,Unfurnished,Less than 5 years
76149051,21800000,Amanora Park Town,1200,1600,14,33,4,3,True,Resale,Semi-Furnished,New Construction
73701963,13000000,"EON Free Zone, Kharadi",810,1200,12,22,3,2,True,Resale,Unfurnished,New Construction
74233743,27500000,Kharadi,1900,2360,7,10,3,4,True,Resale,Furnished,10 to 15 years
71908491,4800000,Anand Nagar,430,570,4,11,1,1,True,Resale,Furnished,5 to 10 years
72231675,7000000,Bavdhan,850,1105,8,13,2,2,True,New Property,Unfurnished,New Construction
42857437,7700000,Hadapsar,725,885,8,11,2,2,True,Resale,Unfurnished,5 to 10 years
75872891,6000000,Rahatani,700,950,3,4,2,1,True,Resale,Unfurnished,Less than 5 years
75670809,4200000,"Pimple Nilakh, Pimpri Chinchwad",435,604,1,7,1,1,True,Resale,Furnished,10 to 15 years
75667171,14000000,"Chinchwad, Pimpri Chinchwad",1239,1721,12,22,3,3,True,Resale,Unfurnished,Less than 5 years
75680031,9950000,Airport Road,1044,1450,4,7,3,3,True,Resale,Semi-Furnished,Less than 5 years
72255021,9500000,"Dapodi, Pimpri Chinchwad",650,910,1,6,2,2,False,Resale,Semi-Furnished,5 to 10 years
75692863,2900000,Keshav Nagar Mundhwa,368,511,1,4,1,1,True,Resale,Furnished,5 to 10 years
75785999,6100000,Undri,853,1100,8,12,2,2,True,Resale,Unfurnished,New Construction
52729273,6000000,"Punawale, Pimpri Chinchwad",715,966,6,13,2,2,True,New Property,Unfurnished,New Construction
75599071,19500000,Pashan,1302,1755,5,30,3,3,True,New Property,Unfurnished,Under Construction
75528929,7600000,Wakad,809,1092,14,22,2,2,True,New Property,Semi-Furnished,Under Construction
68147687,6700000,"Pimple Saudagar, Pimpri Chinchwad",799,1075,12,10,2,2,True,Resale,Furnished,Less than 5 years
75996319,4000000,Dhayari,248,350,3,4,1,1,True,Resale,Unfurnished,Less than 5 years
75970229,17800000,Bavdhan,1660,2500,26,27,4,4,True,New Property,Unfurnished,Under Construction
75474821,20000000,Mundhwa,1700,2200,5,15,4,4,True,Resale,Unfurnished,Less than 5 years
68147103,4200000,Wagholi,681,913,6,11,2,2,True,Resale,Semi-Furnished,Less than 5 years
72813711,4750000,Wagholi,600,852,6,12,2,2,True,Resale,Semi-Furnished,Less than 5 years
75695261,9000000,Sinhgad Road,770,1069,6,16,2,2,True,Resale,Furnished,Less than 5 years
75415641,12000000,"Pimple Saudagar, Pimpri Chinchwad",1080,1410,5,7,3,3,False,Resale,Unfurnished,5 to 10 years
75665833,24000000,Mumbai Pune Expressway,1463,2032,9,22,4,6,True,Resale,Semi-Furnished,Less than 5 years
74685431,4400000,Undri,550,865,9,12,2,2,True,Resale,Furnished,Less than 5 years
74888353,11000000,Kharadi,850,1000,0,2,2,2,True,Resale,Unfurnished,Less than 5 years
75887759,10384000,"Ravet, Pimpri Chinchwad",1080,1458,11,21,3,3,True,New Property,Semi-Furnished,Under Construction
50581490,27000000,Kondhwa,1960,2890,10,10,4,4,True,Resale,Unfurnished,Less than 5 years
68147357,2600000,Moshi,412,575,5,5,1,1,True,Resale,Unfurnished,Less than 5 years
75350031,12800000,Hadapsar,1076,1560,9,10,3,2,True,Resale,Unfurnished,5 to 10 years
75438933,5800000,"Mamurdi, Dehu Road",792,1069,10,21,2,2,True,New Property,Semi-Furnished,Under Construction
72367125,4000000,Chakan,744,1000,7,7,2,2,True,Resale,Unfurnished,5 to 10 years
75563705,7500000,Hadapsar,710,990,5,12,2,2,True,Resale,Unfurnished,5 to 10 years
72721881,24000000,Hadapsar,1250,1660,7,18,3,3,True,Resale,Unfurnished,Less than 5 years
75701027,3100000,Fursungi,454,630,12,13,1,1,True,Resale,Unfurnished,Less than 5 years
76029937,18900000,Kharadi,1171,1554,1,28,3,3,True,Resale,Unfurnished,Less than 5 years
75131593,7500000,Wagholi,775,978,3,7,2,2,True,Resale,Semi-Furnished,5 to 10 years
68194973,5487000,Wakad,530,707,5,8,2,2,False,New Property,Unfurnished,Under Construction
71405109,11800000,Ambegaon,1250,1550,7,14,3,3,True,New Property,Semi-Furnished,Under Construction
74423869,3800000,Keshav Nagar Mundhwa,357,500,4,4,1,1,True,Resale,Unfurnished,Less than 5 years
74265627,8378000,"EON Free Zone, Kharadi",767,1180,11,23,2,2,True,New Property,Semi-Furnished,Under Construction
68145439,10900000,Baner,1132,1500,5,11,3,3,True,Resale,Unfurnished,Less than 5 years
75666361,3500000,Lohegaon,473,657,5,9,1,1,True,Resale,Unfurnished,Less than 5 years
74029469,9500000,"Mamurdi, Dehu Road",1058,1400,13,19,3,3,True,Resale,Unfurnished,New Construction
71906391,6450000,"Mamurdi, Dehu Road",742,1038,4,7,2,2,True,New Property,Semi-Furnished,Under Construction
68147109,4300000,Wagholi,686,920,2,11,2,2,True,Resale,Semi-Furnished,Less than 5 years
72413185,19649999,Sinhgad Road,1100,1500,8,8,3,3,True,Resale,Unfurnished,5 to 10 years
72521933,18500000,Kharadi,1205,1550,14,24,3,3,True,Resale,Semi-Furnished,New Construction
75657481,7500000,Baner,660,917,3,7,2,2,True,Resale,Furnished,10 to 15 years
75755967,3200000,Talegaon Dabhade,736,1030,2,8,2,2,True,Resale,Semi-Furnished,5 to 10 years
73410271,2300000,Kanhe,380,617,4,4,1,2,True,Resale,Furnished,5 to 10 years
74021121,24897825,Kharadi,1715,2315,23,26,4,4,True,New Property,Unfurnished,Under Construction
65027445,11902000,Kalyani Nagar,818,1145,20,30,2,2,True,New Property,Semi-Furnished,Under Construction
75422155,10200000,Kharadi,915,1210,8,9,2,2,True,Resale,Unfurnished,5 to 10 years
66548387,20000000,Wagholi,1660,2050,15,20,3,3,True,New Property,Unfurnished,Under Construction
74767549,3800000,Chakan,636,745,3,11,2,2,True,Resale,Unfurnished,Less than 5 years
75496657,16200000,Baner,1050,1450,16,22,3,3,True,Resale,Furnished,New Construction
61464747,1800000,Kondhwa,379,530,4,4,1,1,True,Resale,Semi-Furnished,Less than 5 years
72508699,10334100,Charholi BK,1010,1406,14,28,2,3,True,New Property,Semi-Furnished,Under Construction
75968769,10030000,Gahunje,980,1274,11,23,2,2,True,Resale,Furnished,Less than 5 years
68146143,3300000,Hadapsar,468,640,1,1,1,2,True,Resale,Unfurnished,Less than 5 years
75685739,4000000,Chakan,716,994,10,10,2,2,True,Resale,Unfurnished,5 to 10 years
75671755,9500000,"Ravet, Pimpri Chinchwad",893,1240,1,5,2,2,True,Resale,Furnished,Less than 5 years
75987185,5003259,"Mamurdi, Dehu Road",910,1229,6,7,2,2,True,New Property,Unfurnished,Under Construction
73130049,10000000,Wakad,900,1110,9,12,2,2,True,Resale,Unfurnished,10 to 15 years
73875213,8000000,Wakad,824,1153,7,14,2,2,True,New Property,Unfurnished,Under Construction
71799817,4400000,Kesnand,725,850,12,14,2,2,True,Resale,Unfurnished,New Construction
76013353,7500000,Wanowrie,635,850,3,4,2,2,True,Resale,Unfurnished,Above 20 years
73130289,8150000,Hinjewadi,1045,1410,10,14,3,2,True,New Property,Unfurnished,Under Construction
75312621,6000000,Bhukum,525,700,14,14,2,2,True,Resale,Furnished,Less than 5 years
75520589,5900000,Charholi BK,856,1198,2,14,3,3,True,New Property,Unfurnished,Under Construction
74212189,4800000,Hadapsar,332,465,12,22,1,1,True,Resale,Unfurnished,New Construction
75090213,45000000,Mohammed Wadi,2721,3300,17,17,4,5,True,New Property,Unfurnished,New Construction
75511577,12000000,Dhayari,1245,1558,3,22,3,3,True,Resale,Semi-Furnished,5 to 10 years
75606755,3600000,"Mamurdi, Dehu Road",504,683,1,5,1,1,True,Resale,Unfurnished,5 to 10 years
75928749,10000000,Kharadi,700,950,14,25,2,2,True,Resale,Unfurnished,Less than 5 years
75703941,7000000,Tathawade Pimpri Chinchwad,521,723,8,14,2,2,True,Resale,Unfurnished,Less than 5 years
75705425,4500000,Narhe,647,899,1,4,2,2,True,Resale,Unfurnished,5 to 10 years
70960771,6600000,Mundhwa,755,1019,6,16,2,2,True,New Property,Unfurnished,Under Construction
74372419,25000000,Kharadi,1350,1700,4,12,3,3,True,Resale,Semi-Furnished,5 to 10 years
72823465,6156000,Handewadi,826,1140,10,14,3,3,True,New Property,Unfurnished,Under Construction
73003053,6800000,"Ravet, Pimpri Chinchwad",866,1061,10,12,2,2,True,Resale,Unfurnished,Less than 5 years
75164691,17500000,Magarpatta,1335,1700,9,12,3,3,True,Resale,Unfurnished,New Construction
75290715,17700000,Baner,1358,1500,10,18,3,3,True,Resale,Unfurnished,Under Construction
72910069,65000000,Sopan Baug,2865,3829,1,12,4,5,True,Resale,Unfurnished,10 to 15 years
75986145,3800000,Talegaon Dabhade,744,1000,5,4,2,2,False,Resale,Unfurnished,Less than 5 years
62580145,3000000,Dhayari,467,650,6,5,1,1,True,Resale,Unfurnished,Less than 5 years
75699867,4200000,"Thergaon, Pimpri Chinchwad",511,710,2,4,2,1,True,Resale,Semi-Furnished,Less than 5 years
71860815,19700000,Mundhwa,1169,1490,10,15,3,2,True,New Property,Semi-Furnished,Under Construction
74009989,2500000,Ambegaon,394,550,5,5,1,1,True,Resale,Semi-Furnished,Less than 5 years
75661427,4000000,"Alandi, Kelgaon",695,965,3,6,2,2,True,Resale,Unfurnished,Less than 5 years
64938737,3400000,Pisoli,431,600,3,11,1,1,True,Resale,Unfurnished,Less than 5 years
75852449,15000000,Hadapsar,1040,1360,2,12,2,2,True,Resale,Furnished,Less than 5 years
71716271,6180000,Hadapsar,940,1250,1,10,3,2,True,Resale,Unfurnished,5 to 10 years
75681077,20000000,Baner,1354,1880,13,21,3,3,False,Resale,Unfurnished,Less than 5 years
71647717,15500000,Kharadi,994,1300,6,12,2,2,True,Resale,Semi-Furnished,Less than 5 years
75555641,4290000,Pisoli,511,730,5,14,2,2,True,Resale,Unfurnished,5 to 10 years
75701389,3800000,Wakad,407,565,1,4,2,1,True,Resale,Unfurnished,Less than 5 years
74106521,6800000,Lohegaon,779,1047,5,7,2,2,True,Resale,Semi-Furnished,Less than 5 years
62708761,4200000,Ambegaon,394,550,4,5,1,1,True,Resale,Unfurnished,New Construction
75905109,5200000,Khadakwasla,657,880,12,13,2,2,True,Resale,Unfurnished,New Construction
68147393,6900000,"Pimple Saudagar, Pimpri Chinchwad",697,935,6,7,2,2,True,Resale,Furnished,Less than 5 years
75693737,3800000,"Mamurdi, Dehu Road",587,815,7,8,2,2,False,Resale,Unfurnished,Less than 5 years
57542979,2300000,Chakan,439,612,3,7,1,1,True,Resale,Unfurnished,New Construction
68194209,7300000,"Pimple Saudagar, Pimpri Chinchwad",876,1180,7,11,2,2,True,New Property,Unfurnished,Under Construction
72040647,7740000,Nanded,878,1205,12,18,2,2,True,New Property,Unfurnished,Under Construction
59491531,14500000,Wagholi,1100,1600,1,14,3,3,True,New Property,Unfurnished,New Construction
75709197,6000000,Ambegaon,612,850,5,6,2,2,False,Resale,Semi-Furnished,Less than 5 years
74996637,22500000,NIBM Road,1850,2550,8,9,4,4,True,Resale,Unfurnished,New Construction
74568337,29198500,Balewadi,1877,2300,9,12,4,4,True,New Property,Semi-Furnished,Under Construction
75430347,9100000,"Ravet, Pimpri Chinchwad",971,1311,16,34,3,2,True,New Property,Semi-Furnished,Under Construction
75670437,4000000,Undri,459,638,9,12,1,1,True,Resale,Semi-Furnished,Less than 5 years
75869893,8000000,Keshav Nagar Mundhwa,740,950,8,18,2,2,True,Resale,Unfurnished,Less than 5 years
73189057,8500000,"Pimple Saudagar, Pimpri Chinchwad",800,950,7,8,2,2,True,Resale,Furnished,10 to 15 years
73538355,20100000,Kharadi,1566,2192,18,27,4,4,True,New Property,Unfurnished,Under Construction
75658823,4500000,Tathawade Pimpri Chinchwad,425,590,6,12,1,1,True,Resale,Unfurnished,5 to 10 years
72135609,23900000,Kharadi,1700,2250,9,14,3,3,True,Resale,Semi-Furnished,New Construction
72005781,4800000,Hadapsar,750,900,2,10,2,2,True,Resale,Unfurnished,5 to 10 years
75662585,4400000,Wagholi,616,855,7,11,2,2,True,Resale,Unfurnished,5 to 10 years
59927691,12500000,Baner,1250,1476,4,4,3,3,True,Resale,Unfurnished,5 to 10 years
72815021,22500000,NIBM Road,1850,2550,8,9,4,4,True,Resale,Unfurnished,New Construction
75440903,20000000,Baner,1361,1837,15,26,3,3,True,New Property,Semi-Furnished,Under Construction
70386407,7800000,Hinjewadi,840,1134,9,22,2,2,True,New Property,Unfurnished,Under Construction
73961413,4300000,Hinjewadi,457,650,14,22,1,1,True,Resale,Unfurnished,5 to 10 years
75501577,20500000,Amanora Park Town,1250,1650,5,29,3,2,True,Resale,Semi-Furnished,5 to 10 years
75658757,5300000,Katraj,684,950,4,7,2,2,True,Resale,Unfurnished,Less than 5 years
72473365,12500000,NIBM Road,1225,1660,8,13,3,3,True,Resale,Semi-Furnished,Less than 5 years
46769161,2600000,"Alandi, Kelgaon",469,652,4,9,1,1,True,Resale,Unfurnished,New Construction
75819339,6500000,NIBM Road,836,1129,8,12,2,2,True,Resale,Semi-Furnished,5 to 10 years
75684017,3100000,Katraj,288,400,5,7,1,1,True,Resale,Semi-Furnished,Less than 5 years
75681805,3000000,Hadapsar,346,481,6,11,1,1,True,Resale,Unfurnished,Less than 5 years
75268021,9255555,Dhanori,1056,1426,20,23,3,3,True,New Property,Semi-Furnished,Under Construction
75661363,5500000,Hinjewadi,720,1000,3,4,3,2,True,Resale,Unfurnished,5 to 10 years
71576367,65000000,Koregaon Park,3020,4000,3,10,4,5,True,Resale,Semi-Furnished,5 to 10 years
75172113,43000000,"Model Colony, Shivaji Nagar",1935,2610,4,12,4,4,True,Resale,Semi-Furnished,Less than 5 years
60090017,6200000,Moshi,750,1033,4,12,2,2,True,Resale,Unfurnished,5 to 10 years
71616415,8000000,Keshav Nagar Mundhwa,803,1084,6,22,2,2,True,New Property,Unfurnished,Under Construction
76150249,11800000,Bavdhan,814,1076,2,11,3,2,True,Resale,Semi-Furnished,Less than 5 years
74827591,13000000,Pashan,1317,1503,7,12,3,2,True,Resale,Furnished,15 to 20 years
75721753,5200000,Undri,752,1010,4,12,2,2,True,Resale,Unfurnished,Less than 5 years
75745289,10700000,"EON Free Zone, Kharadi",703,1107,9,9,2,2,True,Resale,Semi-Furnished,Under Construction
68775131,7800000,Hinjewadi,910,1175,19,22,2,2,True,Resale,Unfurnished,Less than 5 years
75888055,9200000,"Punawale, Pimpri Chinchwad",798,1077,15,31,2,2,True,New Property,Semi-Furnished,Under Construction
68391099,11200000,"EON Free Zone, Kharadi",1228,1455,19,32,3,3,True,New Property,Semi-Furnished,Under Construction
74973179,9000000,Borhade Wadi,830,1000,11,11,2,2,True,Resale,Semi-Furnished,Less than 5 years
69700815,3500000,Charholi BK,434,530,6,11,1,1,True,Resale,Unfurnished,New Construction
72518703,3600000,Wagholi,510,700,8,14,2,1,True,Resale,Semi-Furnished,New Construction
76070307,6000000,Undri,800,1120,4,12,2,2,True,Resale,Unfurnished,New Construction
75663709,5000000,Hadapsar,622,864,6,13,2,2,True,Resale,Semi-Furnished,Less than 5 years
73186717,6345000,"Punawale, Pimpri Chinchwad",790,1020,5,14,3,3,True,New Property,Unfurnished,Under Construction
75703281,10000000,Baner,741,1029,3,7,2,2,False,Resale,Unfurnished,Less than 5 years
72426661,14507000,Balewadi,1630,1630,12,18,4,4,True,New Property,Unfurnished,New Construction
75393981,6800000,Pimpri Chinchwad,500,721,7,15,1,2,True,Resale,Unfurnished,5 to 10 years
75687103,5500000,Wagholi,680,945,10,10,2,2,True,Resale,Semi-Furnished,Less than 5 years
74608975,23900000,Balewadi,1381,1781,22,35,3,3,True,New Property,Semi-Furnished,Under Construction
75706563,10500000,"Chinchwad, Pimpri Chinchwad",911,1265,6,12,3,3,True,Resale,Unfurnished,Less than 5 years
75701255,4000000,Wagholi,367,510,3,5,1,1,False,Resale,Unfurnished,Less than 5 years
63269513,28000000,Kondhwa,1958,2750,5,17,4,5,True,New Property,Semi-Furnished,Under Construction
74373049,14000000,Kharadi,1065,1400,8,15,3,3,True,Resale,Semi-Furnished,Less than 5 years
76050051,55900440,Viman Nagar,2644,3720,1,20,5,2,True,New Property,Unfurnished,Under Construction
69764413,12402000,Wakad,1222,1550,14,14,3,3,True,Resale,Semi-Furnished,5 to 10 years
75155801,62500000,NIBM Road,5450,6600,12,12,4,5,True,Resale,Furnished,10 to 15 years
75683603,2000000,Chakan,445,618,8,8,1,1,False,Resale,Unfurnished,Less than 5 years
74129017,4200000,Dhanori,550,620,0,6,1,1,True,Resale,Unfurnished,10 to 15 years
42084903,2000000,Narhe,311,436,3,6,1,1,False,Resale,Unfurnished,Less than 5 years
52856071,3100000,Dhayari,450,450,1,3,1,2,False,Resale,Unfurnished,10 to 15 years
75657205,7800000,"Bopodi, Old Mumbai Pune-Highway",706,980,4,7,2,2,True,Resale,Furnished,15 to 20 years
