id,url
25582861,1-BHK-538-Sq-ft-Multistorey-Apartment-FOR-Sale-Shikrapur-in-Pune&id=4d423235353832383631
25608537,2-BHK-974-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423235363038353337
25608941,1-BHK-572-Sq-ft-Multistorey-Apartment-FOR-Sale-Akurdi-in-Pune&id=4d423235363038393431
25612017,3-BHK-1606-Sq-ft-Multistorey-Apartment-FOR-Sale-Sinhgad-Road-in-Pune&id=4d423235363132303137
25633895,1-BHK-571-Sq-ft-Multistorey-Apartment-FOR-Sale-Shivane-in-Pune&id=4d423235363333383935
25867651,2-BHK-1020-Sq-ft-Multistorey-Apartment-FOR-Sale-Undri-in-Pune&id=4d423235383637363531
25932841,1-BHK-535-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423235393332383431
25936639,2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Munjaba-Vasti-in-Pune&id=4d423235393336363339
25941667,2-BHK-926-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambegaon-in-Pune&id=4d423235393431363637
25969423,1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Manaji-Nagar-in-Pune&id=4d423235393639343233
26087005,1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Kasarwadi-in-Pune&id=4d423236303837303035
26111061,2-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Sale-Chinchwad-in-Pune&id=4d423236313131303631
26244795,1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-Ganesh-Peth-in-Pune&id=4d423236323434373935
26345703,2-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-Kaspate-Vasti-in-Pune&id=4d423236333435373033
26400361,2-BHK-775-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423236343030333631
26427823,1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423236343237383233
26532331,2-BHK-625-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423236353332333331
26628721,1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Borhade-Wadi-in-Pune&id=4d423236363238373231
26667681,1-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Sale-Loni-Kalbhor-in-Pune&id=4d423236363637363831
